type,content
link,#cite_note-OxHist-2
link,#cite_note-Early_schools-22
link,/wiki/Henry_III_of_England
link,#cite_note-23
link,/wiki/Cambridge
link,/wiki/University_of_Cambridge
link,#cite_note-Early_records-13
link,#cite_note-24
link,/wiki/Nation_(university)
link,/wiki/English_people
link,/wiki/River_Trent
link,/wiki/Scots_people
link,/wiki/Welsh_people
link,#cite_note-British_History-25
link,#cite_note-26
link,/wiki/Colleges_of_the_University_of_Oxford
link,/wiki/Academic_halls_of_the_University_of_Oxford
link,/wiki/Religious_order
link,/wiki/Dominican_Order
link,/wiki/Franciscan
link,/wiki/Carmelites
link,/wiki/Augustinians
link,#cite_note-ReferenceA-27
link,/wiki/William_of_Durham
link,"/wiki/University_College,_Oxford"
link,#cite_note-ReferenceA-27
link,/wiki/John_I_de_Balliol
link,/wiki/John_of_Scotland
link,"/wiki/Balliol_College,_Oxford"
link,#cite_note-British_History-25
link,/wiki/Walter_de_Merton
link,/wiki/Lord_Chancellor
link,/wiki/Bishop_of_Rochester
link,#cite_note-28
link,#cite_note-29
link,"/wiki/Merton_College,_Oxford"
link,#cite_note-30
link,#cite_note-ReferenceA-27
link,/wiki/Stamford_University_(England)
link,/wiki/Edward_III
link,#cite_note-31
link,#cite_note-32
link,#cite_note-33
link,/w/index.php?title=University_of_Oxford&action=edit&section=3
link,/wiki/File:ChristChurchOxfordEngraving1742.jpg
link,"/wiki/Christ_Church,_Oxford"
link,/wiki/Renaissance
link,/wiki/William_Grocyn
link,/wiki/Greek_language
link,#cite_note-34
link,/wiki/John_Colet
link,/wiki/Biblical_Theology
link,#cite_note-35
link,/wiki/English_Reformation
link,/wiki/Roman_Catholic_Church
link,/wiki/Recusancy
link,/wiki/University_of_Douai
link,#cite_note-36
link,/wiki/Scholasticism
link,/wiki/Age_of_Enlightenment
link,#cite_note-37
link,#cite_note-38
link,/wiki/William_Laud
link,/wiki/Archbishop_of_Canterbury
link,/wiki/Oxford_University_Press
link,/wiki/Bodleian_Library
link,/wiki/Church_of_England
link,/wiki/Established_church
link,/wiki/Dissenter
link,#cite_note-39
link,/wiki/Cavalier
link,/wiki/English_Civil_War
link,/wiki/Roundhead
link,#cite_note-40
link,/wiki/File:Templeofrosycross.png
link,/wiki/Invisible_College
link,/wiki/Wadham_College
link,/wiki/Christopher_Wren
link,/wiki/Oxford_Philosophical_Club
link,/wiki/Robert_Boyle
link,/wiki/Robert_Hooke
link,/wiki/Invisible_College
link,/wiki/John_Wilkins
link,/wiki/Royal_Society
link,#cite_note-41
link,/w/index.php?title=University_of_Oxford&action=edit&section=4
link,/w/index.php?title=University_of_Oxford&action=edit&section=5
link,/wiki/Spencer_Walpole
link,#cite_note-42
link,#cite_note-43
link,#cite_note-44
link,#cite_note-45
link,/wiki/Eton_College
link,/wiki/Winchester_College
link,/wiki/Shrewsbury_School
link,/wiki/Harrow_School
link,#cite_note-46
link,/wiki/Classical_language
link,/wiki/Greek_language
link,/wiki/London_University
link,#cite_note-47
link,#cite_note-Harrison-1994-48
link,//archive.org/details/oxforduniversity00univuoft
link,#cite_note-49
link,#cite_note-Harrison-1994-48
link,/w/index.php?title=University_of_Oxford&action=edit&section=6
link,/wiki/Archibald_Campbell_Tait
link,#cite_note-50
link,#cite_note-51
link,/wiki/Honour_Moderations
link,/wiki/Literae_Humaniores
link,#cite_note-boase-52
link,#cite_note-boase-52
link,#cite_note-53
link,/wiki/Bachelor_of_Civil_Law
link,#cite_note-54
link,/wiki/Oxford_Movement
link,/wiki/John_Henry_Newman
link,/wiki/English_Dissenters
link,#cite_note-55
link,#cite_note-Famous-18
link,/w/index.php?title=University_of_Oxford&action=edit&section=7
link,/wiki/File:Lady_Margaret_Hall_(6148510434).jpg
link,"/wiki/Lady_Margaret_Hall,_Oxford"
link,"/wiki/File:Somerville_College,_Oxford_-_Main_quad,_summer.JPG"
link,"/wiki/Somerville_College,_Oxford"
link,/wiki/File:St._Hugh%27s.jpg
link,"/wiki/St_Hugh%27s_College,_Oxford"
link,#cite_note-Lannon-56
link,/wiki/Steamboat_ladies
link,/wiki/Ad_eundem_gradum
link,/wiki/University_of_Dublin
link,#cite_note-57
link,/wiki/Association_for_the_Education_of_Women
link,/wiki/George_Granville_Bradley
link,/wiki/T._H._Green
link,/wiki/Edward_Stuart_Talbot
link,/wiki/Anglican
link,"/wiki/Lady_Margaret_Hall,_Oxford"
link,"/wiki/Somerville_College,_Oxford"
link,#cite_note-58
link,#cite_note-Lannon-56
link,"/wiki/St_Anne%27s_College,_Oxford"
link,#cite_note-Our_History-59
link,#cite_note-VCH_St_Anne's-60
link,"/wiki/St_Hugh%27s_College,_Oxford"
link,#cite_note-61
link,"/wiki/St_Hilda%27s_College,_Oxford"
link,#cite_note-62
link,"/wiki/Lady_Margaret_Hall,_Oxford"
link,"/wiki/St_Anne%27s_College,_Oxford"
link,#cite_note-63
link,#cite_note-Our_History-59
link,"/wiki/St_Hilda%27s_College,_Oxford"
link,#cite_note-64
link,/wiki/Male_privilege
link,#cite_note-65
link,#cite_note-Harrison-1994-48
link,#cite_note-66
link,#cite_note-Lannon-56
link,/wiki/Single-sex_education
link,#cite_note-St_Anne's_History-67
link,"/wiki/Brasenose_College,_Oxford"
link,"/wiki/Jesus_College,_Oxford"
link,"/wiki/Wadham_College,_Oxford"
link,"/wiki/Hertford_College,_Oxford"
link,"/wiki/St_Catherine%27s_College,_Oxford"
link,#cite_note-68
link,#cite_note-Women_at_Oxford-69
link,#cite_note-Women_at_Oxford-69
link,"/wiki/Christ_Church,_Oxford"
link,#cite_note-70
link,"/wiki/Oriel_College,_Oxford"
link,#cite_note-71
link,#cite_note-72
link,#cite_note-73
link,#cite_note-74
link,#cite_note-75
link,#cite_note-76
link,#cite_note-77
link,#cite_note-78
link,/wiki/Gaudy_Night
link,/wiki/Dorothy_L._Sayers
link,/wiki/List_of_fictional_Oxford_colleges
link,"/wiki/Somerville_College,_Oxford"
link,#cite_note-79
link,/wiki/Jane_Robinson_(historian)
link,#cite_note-80
link,/w/index.php?title=University_of_Oxford&action=edit&section=8
link,/wiki/File:1_oxford_aerial_panorama_2016.jpg
link,/wiki/File:1_oxford_aerial_panorama_2016.jpg
link,/w/index.php?title=University_of_Oxford&action=edit&section=9
link,/wiki/File:Oxford_map_small.svg
link,"/wiki/St_Anne%27s_College,_Oxford"
link,"/wiki/Balliol_College,_Oxford"
link,"/wiki/Christ_Church,_Oxford"
link,"/wiki/The_Queen%27s_College,_Oxford"
link,"/wiki/Worcester_College,_Oxford"
link,"/wiki/Oriel_College,_Oxford"
link,"/wiki/Corpus_Christi_College,_Oxford"
link,"/wiki/St_Antony%27s_College,_Oxford"
link,"/wiki/St_Hugh%27s_College,_Oxford"
link,"/wiki/Somerville_College,_Oxford"
link,"/wiki/St_John%27s_College,_Oxford"
link,"/wiki/New_College,_Oxford"
link,"/wiki/St_Catherine%27s_College,_Oxford"
link,"/wiki/Magdalen_College,_Oxford"
link,"/wiki/All_Souls_College,_Oxford"
link,"/wiki/Brasenose_College,_Oxford"
link,"/wiki/Exeter_College,_Oxford"
link,"/wiki/Green_Templeton_College,_Oxford"
link,"/wiki/Harris_Manchester_College,_Oxford"
link,"/wiki/Hertford_College,_Oxford"
link,"/wiki/Jesus_College,_Oxford"
link,"/wiki/Keble_College,_Oxford"
link,"/wiki/Kellogg_College,_Oxford"
link,"/wiki/Lady_Margaret_Hall,_Oxford"
link,"/wiki/Linacre_College,_Oxford"
link,"/wiki/Lincoln_College,_Oxford"
link,"/wiki/Mansfield_College,_Oxford"
link,"/wiki/Merton_College,_Oxford"
link,"/wiki/Nuffield_College,_Oxford"
link,"/wiki/Pembroke_College,_Oxford"
link,"/wiki/Reuben_College,_Oxford"
link,"/wiki/St_Cross_College,_Oxford"
link,"/wiki/St_Edmund_Hall,_Oxford"
link,"/wiki/St_Hilda%27s_College,_Oxford"
link,"/wiki/St_Peter%27s_College,_Oxford"
link,"/wiki/Trinity_College,_Oxford"
link,"/wiki/University_College,_Oxford"
link,"/wiki/Wadham_College,_Oxford"
link,"/wiki/Wolfson_College,_Oxford"
link,"/wiki/Wolfson_College,_Oxford"
link,"/wiki/Wolfson_College,_Oxford"
link,"/wiki/Blackfriars,_Oxford"
link,/wiki/Campion_Hall
link,"/wiki/Regent%27s_Park_College,_Oxford"
link,"/wiki/St_Stephen%27s_House,_Oxford"
link,"/wiki/St_Stephen%27s_House,_Oxford"
link,"/wiki/St_Stephen%27s_House,_Oxford"
link,"/wiki/Wycliffe_Hall,_Oxford"
link,"/wiki/Blackfriars,_Oxford"
link,/wiki/Campion_Hall
link,"/wiki/Regent%27s_Park_College,_Oxford"
link,"/wiki/St_Stephen%27s_House,_Oxford"
link,"/wiki/St_Stephen%27s_House,_Oxford"
link,"/wiki/Wycliffe_Hall,_Oxford"
link,"/wiki/Mathematical_Institute,_University_of_Oxford"
link,"/wiki/Mathematical_Institute,_University_of_Oxford"
link,"/wiki/Department_of_Zoology,_University_of_Oxford"
link,"/wiki/Department_of_Zoology,_University_of_Oxford"
link,"/wiki/Faculty_of_Theology_and_Religion,_University_of_Oxford"
link,"/wiki/Faculty_of_Theology_and_Religion,_University_of_Oxford"
link,"/wiki/Faculty_of_Philosophy,_University_of_Oxford"
link,"/wiki/Faculty_of_Philosophy,_University_of_Oxford"
link,"/wiki/Department_of_Computer_Science,_University_of_Oxford"
link,"/wiki/Department_of_Computer_Science,_University_of_Oxford"
link,"/wiki/Department_of_Plant_Sciences,_University_of_Oxford"
link,"/wiki/Department_of_Plant_Sciences,_University_of_Oxford"
link,"/wiki/Faculty_of_Law,_University_of_Oxford"
link,"/wiki/Faculty_of_Law,_University_of_Oxford"
link,/wiki/Department_of_Social_Policy_and_Intervention
link,/wiki/Department_of_Social_Policy_and_Intervention
link,"/wiki/Faculty_of_Medieval_and_Modern_Languages,_University_of_Oxford"
link,"/wiki/Faculty_of_Medieval_and_Modern_Languages,_University_of_Oxford"
link,/wiki/Radcliffe_Observatory_Quarter
link,"/wiki/Department_of_Physics,_University_of_Oxford"
link,"/wiki/Department_of_Physics,_University_of_Oxford"
link,/wiki/Blavatnik_School_of_Government
link,/wiki/Blavatnik_School_of_Government
link,"/wiki/Department_of_Chemistry,_University_of_Oxford"
link,"/wiki/Department_of_Chemistry,_University_of_Oxford"
link,/wiki/Rothermere_American_Institute
link,/wiki/Rothermere_American_Institute
link,"/wiki/Faculty_of_History,_University_of_Oxford"
link,"/wiki/Faculty_of_History,_University_of_Oxford"
link,/wiki/Oxford_Internet_Institute
link,/wiki/Oxford_Internet_Institute
link,/wiki/Oxford_Martin_School
link,/wiki/Oxford_Martin_School
link,/wiki/Oxford-Man_Institute
link,/wiki/Oxford-Man_Institute
link,/wiki/Oxford_Department_of_International_Development
link,/wiki/Oxford_Department_of_International_Development
link,/wiki/Sir_William_Dunn_School_of_Pathology
link,/wiki/Sir_William_Dunn_School_of_Pathology
link,"/wiki/School_of_Geography_and_the_Environment,_University_of_Oxford"
link,"/wiki/School_of_Geography_and_the_Environment,_University_of_Oxford"
link,"/wiki/Department_of_Experimental_Psychology,_University_of_Oxford"
link,"/w/index.php?title=Department_of_Experimental_Psychology,_University_of_Oxford&action=edit&redlink=1"
link,"/wiki/Department_of_Statistics,_University_of_Oxford"
link,"/wiki/Department_of_Statistics,_University_of_Oxford"
link,/wiki/Oxford_University_Computing_Services
link,/wiki/Oxford_University_Computing_Services
link,"/wiki/Department_of_Earth_Sciences,_University_of_Oxford"
link,"/wiki/Department_of_Earth_Sciences,_University_of_Oxford"
link,"/wiki/Department_of_Physiology,_Anatomy_%26_Genetics,_University_of_Oxford"
link,"/w/index.php?title=Department_of_Physiology,_Anatomy_%26_Genetics,_University_of_Oxford&action=edit&redlink=1"
link,"/wiki/Faculty_of_Classics,_University_of_Oxford"
link,"/wiki/Faculty_of_Classics,_University_of_Oxford"
link,/wiki/Institute_of_Archaeology_(Oxford)
link,/wiki/Institute_of_Archaeology_(Oxford)
link,"/wiki/Department_of_Biochemistry,_University_of_Oxford"
link,"/wiki/Department_of_Biochemistry,_University_of_Oxford"
link,/wiki/Bodleian_Library
link,/wiki/Bodleian_Library
link,#Central_governance
link,#Central_governance
link,/wiki/Radcliffe_Science_Library
link,/wiki/Radcliffe_Science_Library
link,/wiki/Radcliffe_Camera
link,/wiki/Radcliffe_Camera
link,/wiki/Examination_Schools
link,/wiki/Examination_Schools
link,"/wiki/Department_of_Materials,_University_of_Oxford"
link,"/wiki/Department_of_Engineering_Science,_University_of_Oxford"
link,/wiki/Oxford_University_Medical_School
link,/wiki/Oxford_University_Medical_School
link,/wiki/Sa%C3%AFd_Business_School
link,/wiki/Sa%C3%AFd_Business_School
link,/wiki/Ashmolean_Museum
link,/wiki/Taylor_Institution
link,/wiki/Sackler_Library
link,/wiki/Oxford_University_Press
link,/wiki/Oxford_Centre_for_Hebrew_and_Jewish_Studies
link,/wiki/Oxford_Centre_for_Hebrew_and_Jewish_Studies
link,"/wiki/Faculty_of_Linguistics,_Philology_%26_Phonetics,_University_of_Oxford"
link,"/wiki/Faculty_of_Linguistics,_Philology_%26_Phonetics,_University_of_Oxford"
link,"/wiki/Oriental_Institute,_Oxford"
link,/wiki/Faculty_of_Oriental_Studies
link,/wiki/Ruskin_School_of_Fine_Art
link,/wiki/Ruskin_School_of_Fine_Art
link,/wiki/File:Oxford_map_small.svg
link,/wiki/File:Location_map_United_Kingdom_Oxford.svg
link,"/wiki/St_Anne%27s_College,_Oxford"
link,"/wiki/Balliol_College,_Oxford"
link,"/wiki/Christ_Church,_Oxford"
link,"/wiki/The_Queen%27s_College,_Oxford"
link,"/wiki/Worcester_College,_Oxford"
link,"/wiki/Oriel_College,_Oxford"
link,"/wiki/Corpus_Christi_College,_Oxford"
link,"/wiki/St_Antony%27s_College,_Oxford"
link,"/wiki/St_Hugh%27s_College,_Oxford"
link,"/wiki/Somerville_College,_Oxford"
link,"/wiki/St_John%27s_College,_Oxford"
link,"/wiki/New_College,_Oxford"
link,"/wiki/St_Catherine%27s_College,_Oxford"
link,"/wiki/Magdalen_College,_Oxford"
link,"/wiki/All_Souls_College,_Oxford"
link,"/wiki/Brasenose_College,_Oxford"
link,"/wiki/Exeter_College,_Oxford"
link,"/wiki/Green_Templeton_College,_Oxford"
link,"/wiki/Harris_Manchester_College,_Oxford"
link,"/wiki/Hertford_College,_Oxford"
link,"/wiki/Jesus_College,_Oxford"
link,"/wiki/Keble_College,_Oxford"
link,"/wiki/Kellogg_College,_Oxford"
link,"/wiki/Lady_Margaret_Hall,_Oxford"
link,"/wiki/Linacre_College,_Oxford"
link,"/wiki/Lincoln_College,_Oxford"
link,"/wiki/Mansfield_College,_Oxford"
link,"/wiki/Merton_College,_Oxford"
link,"/wiki/Nuffield_College,_Oxford"
link,"/wiki/Pembroke_College,_Oxford"
link,"/wiki/Reuben_College,_Oxford"
link,"/wiki/St_Cross_College,_Oxford"
link,"/wiki/St_Edmund_Hall,_Oxford"
link,"/wiki/St_Hilda%27s_College,_Oxford"
link,"/wiki/St_Peter%27s_College,_Oxford"
link,"/wiki/Trinity_College,_Oxford"
link,"/wiki/University_College,_Oxford"
link,"/wiki/Wadham_College,_Oxford"
link,"/wiki/Wolfson_College,_Oxford"
link,"/wiki/Blackfriars,_Oxford"
link,/wiki/Campion_Hall
link,"/wiki/Regent%27s_Park_College,_Oxford"
link,"/wiki/St_Stephen%27s_House,_Oxford"
link,"/wiki/Wycliffe_Hall,_Oxford"
link,"/wiki/Blackfriars,_Oxford"
link,/wiki/Campion_Hall
link,"/wiki/Regent%27s_Park_College,_Oxford"
link,"/wiki/St_Stephen%27s_House,_Oxford"
link,"/wiki/Wycliffe_Hall,_Oxford"
link,"/wiki/Mathematical_Institute,_University_of_Oxford"
link,"/wiki/Mathematical_Institute,_University_of_Oxford"
link,"/wiki/Department_of_Zoology,_University_of_Oxford"
link,"/wiki/Department_of_Zoology,_University_of_Oxford"
link,"/wiki/Faculty_of_Theology_and_Religion,_University_of_Oxford"
link,"/wiki/Faculty_of_Theology_and_Religion,_University_of_Oxford"
link,"/wiki/Faculty_of_Philosophy,_University_of_Oxford"
link,"/wiki/Faculty_of_Philosophy,_University_of_Oxford"
link,"/wiki/Department_of_Computer_Science,_University_of_Oxford"
link,"/wiki/Department_of_Computer_Science,_University_of_Oxford"
link,"/wiki/Department_of_Plant_Sciences,_University_of_Oxford"
link,"/wiki/Department_of_Plant_Sciences,_University_of_Oxford"
link,"/wiki/Faculty_of_Law,_University_of_Oxford"
link,"/wiki/Faculty_of_Law,_University_of_Oxford"
link,/wiki/Department_of_Social_Policy_and_Intervention
link,/wiki/Department_of_Social_Policy_and_Intervention
link,"/wiki/Faculty_of_Medieval_and_Modern_Languages,_University_of_Oxford"
link,"/wiki/Faculty_of_Medieval_and_Modern_Languages,_University_of_Oxford"
link,/wiki/Radcliffe_Observatory_Quarter
link,"/wiki/Department_of_Physics,_University_of_Oxford"
link,"/wiki/Department_of_Physics,_University_of_Oxford"
link,/wiki/Blavatnik_School_of_Government
link,/wiki/Blavatnik_School_of_Government
link,"/wiki/Department_of_Chemistry,_University_of_Oxford"
link,"/wiki/Department_of_Chemistry,_University_of_Oxford"
link,/wiki/Rothermere_American_Institute
link,/wiki/Rothermere_American_Institute
link,"/wiki/Faculty_of_History,_University_of_Oxford"
link,"/wiki/Faculty_of_History,_University_of_Oxford"
link,/wiki/Oxford_Internet_Institute
link,/wiki/Oxford_Internet_Institute
link,/wiki/Oxford_Martin_School
link,/wiki/Oxford_Martin_School
link,/wiki/Oxford-Man_Institute
link,/wiki/Oxford-Man_Institute
link,/wiki/Oxford_Department_of_International_Development
link,/wiki/Oxford_Department_of_International_Development
link,/wiki/Sir_William_Dunn_School_of_Pathology
link,/wiki/Sir_William_Dunn_School_of_Pathology
link,"/wiki/School_of_Geography_and_the_Environment,_University_of_Oxford"
link,"/wiki/School_of_Geography_and_the_Environment,_University_of_Oxford"
link,"/wiki/Department_of_Experimental_Psychology,_University_of_Oxford"
link,"/w/index.php?title=Department_of_Experimental_Psychology,_University_of_Oxford&action=edit&redlink=1"
link,"/wiki/Department_of_Statistics,_University_of_Oxford"
link,"/wiki/Department_of_Statistics,_University_of_Oxford"
link,/wiki/Oxford_University_Computing_Services
link,/wiki/Oxford_University_Computing_Services
link,"/wiki/Department_of_Earth_Sciences,_University_of_Oxford"
link,"/wiki/Department_of_Earth_Sciences,_University_of_Oxford"
link,"/wiki/Department_of_Physiology,_Anatomy_%26_Genetics,_University_of_Oxford"
link,"/w/index.php?title=Department_of_Physiology,_Anatomy_%26_Genetics,_University_of_Oxford&action=edit&redlink=1"
link,"/wiki/Faculty_of_Classics,_University_of_Oxford"
link,"/wiki/Faculty_of_Classics,_University_of_Oxford"
link,/wiki/Institute_of_Archaeology_(Oxford)
link,/wiki/Institute_of_Archaeology_(Oxford)
link,"/wiki/Department_of_Biochemistry,_University_of_Oxford"
link,"/wiki/Department_of_Biochemistry,_University_of_Oxford"
link,/wiki/Bodleian_Library
link,/wiki/Bodleian_Library
link,#Central_governance
link,#Central_governance
link,/wiki/Radcliffe_Science_Library
link,/wiki/Radcliffe_Science_Library
link,/wiki/Radcliffe_Camera
link,/wiki/Radcliffe_Camera
link,/wiki/Examination_Schools
link,/wiki/Examination_Schools
link,"/wiki/Department_of_Materials,_University_of_Oxford"
link,"/wiki/Department_of_Engineering_Science,_University_of_Oxford"
link,/wiki/Oxford_University_Medical_School
link,/wiki/Oxford_University_Medical_School
link,/wiki/Sa%C3%AFd_Business_School
link,/wiki/Sa%C3%AFd_Business_School
link,/wiki/Ashmolean_Museum
link,/wiki/Taylor_Institution
link,/wiki/Sackler_Library
link,/wiki/Oxford_University_Press
link,/wiki/Oxford_Centre_for_Hebrew_and_Jewish_Studies
link,/wiki/Oxford_Centre_for_Hebrew_and_Jewish_Studies
link,"/wiki/Faculty_of_Linguistics,_Philology_%26_Phonetics,_University_of_Oxford"
link,"/wiki/Faculty_of_Linguistics,_Philology_%26_Phonetics,_University_of_Oxford"
link,"/wiki/Oriental_Institute,_Oxford"
link,/wiki/Faculty_of_Oriental_Studies
link,/wiki/Ruskin_School_of_Fine_Art
link,/wiki/Ruskin_School_of_Fine_Art
link,/wiki/File:Location_map_United_Kingdom_Oxford.svg
link,/wiki/File:Red_pog.svg
link,/wiki/File:Blue_pog.svg
link,/wiki/File:Green_pog.svg
link,/wiki/File:St-Anne%27s_College_Oxford_Coat_Of_Arms.svg
link,/wiki/File:Purple_pog.svg
link,/w/index.php?title=University_of_Oxford&action=edit&section=10
link,/wiki/File:Chemistry_Research_Laboratory_Atrium.JPG
link,"/wiki/Chemistry_Research_Laboratory,_University_of_Oxford"
link,/wiki/File:Sheldonian_Theatre_Oxford.jpg
link,/wiki/Sheldonian_Theatre
link,/wiki/Christopher_Wren
link,/wiki/Congregation_(university)
link,"/wiki/Science_Area,_Oxford"
link,/wiki/Radcliffe_Observatory_Quarter
link,/wiki/Radcliffe_Camera
link,/wiki/Sheldonian_Theatre
link,/wiki/Examination_Schools
link,/wiki/University_Church_of_St_Mary_the_Virgin
link,/wiki/Castle_Mill
link,/wiki/Cripley_Meadow
link,/wiki/Port_Meadow
link,#cite_note-81
link,/wiki/Stonehenge
link,#cite_note-82
link,/w/index.php?title=University_of_Oxford&action=edit&section=11
link,"/wiki/File:Oxford_Botanic_Garden,_Magdalen_Tower.jpg"
link,/wiki/University_of_Oxford_Botanic_Garden
link,/wiki/University_Parks
link,"/wiki/Keble_College,_Oxford"
link,"/wiki/Somerville_College,_Oxford"
link,"/wiki/Lady_Margaret_Hall,_Oxford"
link,/wiki/University_of_Oxford_Botanic_Garden
link,"/wiki/High_Street,_Oxford"
link,/wiki/Botanical_garden
link,/wiki/Harcourt_Arboretum
link,/wiki/Wytham_Woods
link,/wiki/Zoology
link,/wiki/Climate_change
link,#cite_note-83
link,/wiki/Bagley_Wood
link,"/wiki/Christ_Church_Meadow,_Oxford"
link,#cite_note-84
link,/w/index.php?title=University_of_Oxford&action=edit&section=12
link,/wiki/Category:Departments_of_the_University_of_Oxford
link,/wiki/Nuffield_College
link,/wiki/Bodleian
link,#cite_note-85
link,/w/index.php?title=University_of_Oxford&action=edit&section=13
link,/wiki/File:Wellington_Square_Oxford_1.jpg
link,"/wiki/Wellington_Square,_Oxford"
link,/wiki/List_of_Chancellors_of_the_University_of_Oxford
link,/wiki/Chris_Patten
link,/wiki/Convocation
link,#cite_note-86
link,/wiki/List_of_Vice-Chancellors_of_the_University_of_Oxford
link,/wiki/Irene_Tracey
link,#cite_note-VCapproval-6
link,/wiki/Proctor_of_the_University_of_Oxford
link,#cite_note-87
link,/wiki/List_of_professorships_at_the_University_of_Oxford
link,/wiki/Chichele_Professorship
link,/wiki/Drummond_Professor_of_Political_Economy
link,#cite_note-OXCHEPS39-88
link,/w/index.php?title=University_of_Oxford&action=edit&section=14
link,/wiki/Colleges_of_the_University_of_Oxford
link,"/wiki/File:Tom_Quad,_Christ_Church,_Oxford.jpg"
link,/wiki/Tom_Quad
link,"/wiki/Christ_Church,_Oxford"
link,/wiki/File:UK-2014-Oxford-Worcester_College_02.jpg
link,"/wiki/Worcester_College,_Oxford"
link,/wiki/Colleges_of_the_University_of_Oxford
link,/wiki/Permanent_private_hall
link,#cite_note-CollegesandHalls-16
link,"/wiki/All_Souls_College,_Oxford"
link,"/wiki/Balliol_College,_Oxford"
link,"/wiki/Brasenose_College,_Oxford"
link,"/wiki/Christ_Church,_Oxford"
link,"/wiki/Corpus_Christi_College,_Oxford"
link,"/wiki/Exeter_College,_Oxford"
link,"/wiki/Green_Templeton_College,_Oxford"
link,"/wiki/Harris_Manchester_College,_Oxford"
link,"/wiki/Hertford_College,_Oxford"
link,"/wiki/Jesus_College,_Oxford"
link,"/wiki/Keble_College,_Oxford"
link,"/wiki/Kellogg_College,_Oxford"
link,"/wiki/Lady_Margaret_Hall,_Oxford"
link,"/wiki/Linacre_College,_Oxford"
link,"/wiki/Lincoln_College,_Oxford"
link,"/wiki/Magdalen_College,_Oxford"
link,"/wiki/Mansfield_College,_Oxford"
link,"/wiki/Merton_College,_Oxford"
link,"/wiki/New_College,_Oxford"
link,"/wiki/Nuffield_College,_Oxford"
link,"/wiki/Oriel_College,_Oxford"
link,"/wiki/Pembroke_College,_Oxford"
link,"/wiki/The_Queen%27s_College,_Oxford"
link,"/wiki/Reuben_College,_Oxford"
link,"/wiki/St_Anne%27s_College,_Oxford"
link,"/wiki/St_Antony%27s_College,_Oxford"
link,"/wiki/St_Catherine%27s_College,_Oxford"
link,"/wiki/St_Cross_College,_Oxford"
link,"/wiki/St_Edmund_Hall,_Oxford"
link,"/wiki/St_Hilda%27s_College,_Oxford"
link,"/wiki/St_Hugh%27s_College,_Oxford"
link,"/wiki/St_John%27s_College,_Oxford"
link,"/wiki/St_Peter%27s_College,_Oxford"
link,"/wiki/Somerville_College,_Oxford"
link,"/wiki/Trinity_College,_Oxford"
link,"/wiki/University_College,_Oxford"
link,"/wiki/Wadham_College,_Oxford"
link,"/wiki/Wolfson_College,_Oxford"
link,"/wiki/Worcester_College,_Oxford"
link,/wiki/Oxford_fellow
link,"/wiki/Blackfriars_Hall,_Oxford"
link,"/wiki/Campion_Hall,_Oxford"
link,"/wiki/Regent%27s_Park_College,_Oxford"
link,"/wiki/Wycliffe_Hall,_Oxford"
link,/wiki/Colleges_of_the_University_of_Oxford
link,#cite_note-89
link,#cite_note-90
link,"/wiki/Oliver_Franks,_Baron_Franks"
link,#cite_note-91
link,/wiki/University_dons
link,/w/index.php?title=University_of_Oxford&action=edit&section=15
link,/wiki/File:1_christ_church_hall_2012.jpg
link,"/wiki/Christ_Church,_Oxford"
link,#cite_note-OxUni2018-92
link,#cite_note-OxColl2018-93
link,#cite_note-OxUni2022-94
link,#cite_note-95
link,#cite_note-96
link,#cite_note-97
link,#cite_note-98
link,#cite_note-OxColl2018-93
